Context.php?Start=115055377&End=115055379	compagnia a compagnia	Da 	compagnia a compagnia	 le condizioni possono variare sensibilmente.
Context.php?Start=76487887&End=76487889	faccia a faccia	Entrambi, all'unisono, vollero cedersi il passo, spostandosi a sinistra e a destra senza risolvere il 	faccia a faccia	, poi scoppiarono a ridere, e lui, d'impulso, afferrò l'estremità della propria cravatta e ne sventolò i lembi, arpeggiando le dita.
Context.php?Start=76585961&End=76585963	faccia a faccia	Potter stava per alzare un dito per indicare il primo apparire della loro nuova dimora quando, nel girare l'angolo, si trovarono 	faccia a faccia	 con un uomo in camicia rosso scuro che caricava freneticamente un grosso revolver.
Context.php?Start=77011519&End=77011521	faccia a faccia	A quei tempi era capace di fronteggiare da solo i tifosi scatenati che ci assalivano, di salire sulle gradinate per discutere 	faccia a faccia	 con quelli che lo insultavano.
Context.php?Start=77035169&End=77035171	faccia a faccia	Tutti si facevano da parte e lasciavano l'attaccante e il portiere 	faccia a faccia	.
Context.php?Start=77143244&End=77143246	faccia a faccia	Prigionieri ne conoscevo, ma questo era il nemico che attaccava 	faccia a faccia	, sapevo che dovevo odiarlo, e mi sembrò innaturale chiedermi per un attimo se ciò che facevano li divertisse.
Context.php?Start=77184113&End=77184115	faccia a faccia	Perfino io, che mi stimavo fortunato perché finoad ora avevo potuto dargli utilmente una mano, anchese in maniera modesta - anch'io ora devo lasciarlo solo, 	faccia a faccia	 col suo grande progetto.
Context.php?Start=77197398&End=77197400	faccia a faccia	Ma cosa vuole: dovrei essere capace di fare ciò che non riesce alla maggior parte degli uomini - vivere 	faccia a faccia	 con la realtà senza autoinganni?
Context.php?Start=77352458&End=77352460	faccia a faccia	Erano rimasti 	faccia a faccia	 il tenente e il prigioniero, guardandosi negli occhi.
Context.php?Start=77468602&End=77468604	faccia a faccia	E fu cosìche Gregory Reeves si trovò 	faccia a faccia	 con Samantha Ernst che, per sfuggire a Balcescu, si aggrappò a lui, e finirono col bere un caffè col beneplacito del pittoresco maestro giardiniere.
Context.php?Start=77486663&End=77486665	faccia a faccia	Noi ci diamo da fare follemente per sopravvivere e per via ci troviamo 	faccia a faccia	 con la morte.
Context.php?Start=77503473&End=77503475	faccia a faccia	Risultò inutile cercare di tirarle fuori qualche parola e finirono per restare 	faccia a faccia	 senza guardarsi, come estranee in una sala d'aspetto.
Context.php?Start=77549389&End=77549391	faccia a faccia	Aveva tentato di eluderla per più di quarant'anni, ma finalmente comprese che non l'avrebbe mai lasciato in pace, amenoche non la sconfiggesse in una sfida 	faccia a faccia	.
Context.php?Start=77840232&End=77840234	faccia a faccia	Il siamese ed Emmanuelle si ritrovarono 	faccia a faccia	 e scoppiarono contemporaneamente in una risata sonora.
Context.php?Start=77880541&End=77880543	faccia a faccia	Harlan non aspettò di trovarselo 	faccia a faccia	.
Context.php?Start=77880913&End=77880915	faccia a faccia	Nello stesso Tempo e quasi nello stesso luogo lui e il suo sé di pochi fisio - giorni addietro si erano incontrati 	faccia a faccia	, o poco ci era mancato.
Context.php?Start=77974874&End=77974876	faccia a faccia	E un giorno Fisher e la Wendel si trovarono 	faccia a faccia	.
Context.php?Start=78290416&End=78290418	faccia a faccia	Inesplicabilmente, l'idea di trovarsi a 	faccia a faccia	 con Micon la disturbava.
Context.php?Start=78295515&End=78295517	faccia a faccia	«Che me lo dica onestamente, a 	faccia a faccia	, invecedi strisciare alle mie spalle come il ripugnante vigliacco che è!
Context.php?Start=78380959&End=78380961	faccia a faccia	Mentre si voltava esitante, cercando di capire dov'era, una forma raggomitolata emerse dagli arbusti, e la giovane si trovò a 	faccia a faccia	 con Karahama.
Context.php?Start=78401856&End=78401858	faccia a faccia	E ricordò due uomini che stavano a 	faccia a faccia	, opposti in tutto, eppure legati da un'unica legge attraverso il tempo, come lei e Domaris erano state legate.
Context.php?Start=78606313&End=78606315	faccia a faccia	- gli disse dolcemente la ragazza, e lui si trovò 	faccia a faccia	 con gli occhi sfavillanti di lei.
Context.php?Start=79288496&End=79288498	faccia a faccia	Potevi piazzarti davantia Larry e parlargli per dieci minuti, 	faccia a faccia	, e l'unica reazione che avresti ottenuto sarebbe stata questa: un abbassare lo sguardo dal tuo viso alle sue scarpe e ritorno.
Context.php?Start=79376067&End=79376069	faccia a faccia	Hollis si voltò e si trovò a 	faccia a faccia	 con Alevy.
Context.php?Start=79468842&End=79468844	faccia a faccia	O forse no; non vide né guardò nessun altro, ma spinto dalla stessa molla permezzodella quale si era infilato, indesiderato ospite, ad un ballo altrui, si fece avanti, e ancora avanti... Cammin facendo urtò un consigliere segreto pestandogli un piede; in precedenza era già inciampato nell'abito di un'esimia signora strappandoglielo anche un pochino, aveva spintonato un cameriere con un vassoio e anche qualcun altro, ma senza far caso a nulla di tutto questo o, per meglio dire, facendoci caso ma senza badare a nulla e nessuno, teso com'era a farsi largo, si ritrovò di colpo 	faccia a faccia	 con Klara Olsuf'evna.
Context.php?Start=79475309&End=79475311	faccia a faccia	Diremo dipiù: il signor Goljadkin aveva anche un certo timore per quel 	faccia a faccia	 con Petruka.
Context.php?Start=79497374&End=79497376	faccia a faccia	Ad ogni buon conto, sono disposto a fornirle spiegazioni al riguardo, preferendo la verità detta 	faccia a faccia	 a quella per iscritto, e sono inoltre disposto a sottoscrivere eventuali accordi di pace, purché bilaterali.
Context.php?Start=79780804&End=79780806	faccia a faccia	Avrei voluto tornare davantia quella porta chiusa e affrontare l'uomo a 	faccia a faccia	.
Context.php?Start=80054122&End=80054124	faccia a faccia	Anche Michael Quercus, che lo aveva incontrato 	faccia a faccia	, osservava la scena, a bordo di un furgone di sorveglianza con i finestrini oscurati, parcheggiato dietro l'angolo.
Context.php?Start=80072032&End=80072034	faccia a faccia	Si trovò 	faccia a faccia	 con Richard Granger.
Context.php?Start=80175667&End=80175669	faccia a faccia	Intravedevo i panni bianchi appesi alle corde, e non avevo nessuna voglia di rientrare in quel triste luogo trasformato in essiccatoio e trovarmi 	faccia a faccia	 con l'esame di fine anno, quel concorso alla Scuola Normale che ormai doveva essere la mia sola preoccupazione.
Context.php?Start=80346897&End=80346899	faccia a faccia	non avrebbe mai raggiunto da sé, che non avrebbe nemmeno avuto il coraggio di perseguire e che tra l'altro, da parte loro, le autorità avrebbero difficilmente concesso, e cioè andare incontroad esse findall'inizio con naturalezza, apertamente, 	faccia a faccia	, ovviamente quel tantoche era possibile.
Context.php?Start=80394485&End=80394487	faccia a faccia	Poi, sempre tenendo d'occhio la porta, passava oltre, e quando il signore, come di solito avveniva, apriva poco dopo la porta con cautela per ritirare i documenti, l'inserviente lo raggiungeva con pochi balzi, e piazzava un piede tra stipite e battente costringendo in questo modo il signore a trattare almeno 	faccia a faccia	, la qual cosa di solito produceva un risultato quasi soddisfacente.
Context.php?Start=80429226&End=80429228	faccia a faccia	Adesso stava 	faccia a faccia	 con la folla.
Context.php?Start=80531851&End=80531853	faccia a faccia	Erano 	faccia a faccia	 inmezzoa una landa coperta di neve e tremavano di freddo.
Context.php?Start=80564299&End=80564301	faccia a faccia	Un medico (adifferenzadi un politico o di un attore) è giudicato solo dai propri pazienti e dai colleghi più vicini, quindi fra quattro mura e 	faccia a faccia	.
Context.php?Start=80569024&End=80569026	faccia a faccia	Tuttavia, quando si presentò all'affabile direttrice delle imprese praghesi per la pulizia di vetri e vetrine, si trovò 	faccia a faccia	 all'improvviso col risultato della propria decisione in tutta la sua concretezza e irrimediabilità, e ne provò quasi spavento.
Context.php?Start=80934348&End=80934350	faccia a faccia	Insomma, mi seccava abbastanza l'idea di trovarmi 	faccia a faccia	 con un essere che avrebbe rifiutato senza dubbio di essere chiamato Babette, che avrebbe assunto un'aria dotta e che ci avrebbe sicuramente considerato degli esseri inutili.
Context.php?Start=80980751&End=80980753	faccia a faccia	Ballavamo con infinito riserbo, ma è ovvio: da noi non si usa allacciarsi; si balla 	faccia a faccia	, senza toccarsi; tutt'alpiù ci si dà la mano e non sempre.
Context.php?Start=81041580&End=81041582	faccia a faccia	«Interessante» dissi, immaginando un 	faccia a faccia	 con lui.
Context.php?Start=81068955&End=81068957	faccia a faccia	Eravamo lì, 	faccia a faccia	.
Context.php?Start=81148193&End=81148195	faccia a faccia	Al terzo giorno Khano e Kully khan s'incontrarono 	faccia a faccia	.
Context.php?Start=81187408&End=81187410	faccia a faccia	Ma tutte le donne, presto o tardi, cominciano a sentire quella spinta, impalpabile ma forte come l'acciaio, verso il matrimonio, e Mary, che non era affatto sensibile all'atmosfera o alle insinuazioni della gente, fu indotta a trovarsi 	faccia a faccia	 con questa realtà, improvvisamente e nel modo più sgradevole.
Context.php?Start=81237738&End=81237740	faccia a faccia	Dopo un po 'e dopo essersi ricomposta, andò in camera da letto a prendersi un po 'd'acqua; non voleva trovarsi 	faccia a faccia	 con l'indigeno Moses.
Context.php?Start=81468388&End=81468390	faccia a faccia	Una volta in piedi, lei si trovò 	faccia a faccia	 con lui.
Context.php?Start=81712809&End=81712811	faccia a faccia	» Il braccio attornoalla vita di lei allentò leggermente la presa, per farla girare su se stessa, finoa quando non furono 	faccia a faccia	.
Context.php?Start=81733668&End=81733670	faccia a faccia	Si trovarono sedute 	faccia a faccia	 a un tavolino di marmo, sul quale erano appoggiati un posacenere Bass, un boccale di birra scura, il bicchiere vuoto di whisky che Sally aveva ordinato al banco e un bicchiere di spremuta di arancia.
Context.php?Start=81799666&End=81799668	faccia a faccia	» Kumiko e il Dracula erano 	faccia a faccia	.
Context.php?Start=81827779&End=81827781	faccia a faccia	Doveva fuggire immediatamente, scomparire da Gileade, non ritrovarsi mai più 	faccia a faccia	 con un soldato che, tendendo l'arco, lo puntava diritto al cuore.
Context.php?Start=81907395&End=81907397	faccia a faccia	«Nessuno sa cosa significa trovarsi 	faccia a faccia	 con i genitori.
Context.php?Start=82001678&End=82001680	faccia a faccia	I titolari decisero infine di sospenderla temporaneamente in attesa di un 	faccia a faccia	 appena fosse rientrata.
Context.php?Start=82069209&End=82069211	faccia a faccia	Mi sono presentato alla banca, la United Bank of Wales, e mi sono trovato a 	faccia a faccia	 con un certo Graham Dunlap, quello che aveva mantenuto i contatti con Vitrano.
Context.php?Start=82256064&End=82256066	faccia a faccia	Il padrone e il suo boy - ostaggio si precipitarono fuori e si ritrovarono 	faccia a faccia	 con una banda di scassinatori che avevano forzato la porta e si affannavano a caricare denaro, gioielli, vestiti dentro alcune valige.
Context.php?Start=82256725&End=82256727	faccia a faccia	In - alto, l'impossibile desiderio, il presuntuoso 	faccia a faccia	, l'inseparabile antinomia.
Context.php?Start=82292264&End=82292266	faccia a faccia	Le guance in fiamme, la bella Iset fuggì, lasciando i due fratelli 	faccia a faccia	.
Context.php?Start=82311765&End=82311767	faccia a faccia	- Me ne infischio di quelle mattonelle d'inchiostro e di quel laboratorio, ma voglio trovarmi 	faccia a faccia	 con l'uomo che ha tentato di ucciderti e con chi lo ha ordinato.
Context.php?Start=82366930&End=82366932	faccia a faccia	Ramses ascoltò le critiche e le respinse: non si era forse trovato 	faccia a faccia	 con un soldataccio, uno di quei guerrieri atridi assetati di sangue e di scontri, il cui divertimento preferito era il saccheggio delle città incendiate?
Context.php?Start=82375428&End=82375430	faccia a faccia	- Presso il Nilo ho incontrato un toro selvaggio; eravamo 	faccia a faccia	, e lui aveva la mia vita sulla punta delle sue corna.
Context.php?Start=82375847&End=82375849	faccia a faccia	Eravamo 	faccia a faccia	, e mi fissava come la prima volta.
Context.php?Start=82489243&End=82489245	faccia a faccia	Ovunque vada mi ritrovo a 	faccia a faccia	 con me stesso, con un giorno che passa.
Context.php?Start=82509772&End=82509774	faccia a faccia	Quattro zuavi, il fucile spianato, mirarono in un crudele 	faccia a faccia	.
Context.php?Start=82562946&End=82562948	faccia a faccia	Per la prima volta dopo tanto tempo, pensò, si trovava a 	faccia a faccia	 con una donna che non desiderava niente da lui.
Context.php?Start=82775894&End=82775896	faccia a faccia	Tranne la signora Manresa che, 	faccia a faccia	 con uno specchio, lo usò come uno specchio; tirò fuori il suo specchietto, s'incipriò il naso e mise a posto un ricciolo che la brezza aveva scompigliato.
Context.php?Start=82778489&End=82778491	faccia a faccia	In piedi, il pubblico, 	faccia a faccia	 con gli attori, anche loro fermi in piedi, inattivi i bussolotti della questua; nascosti gli specchi; e i costumi dei vari personaggi a penzolare, rigidi.
Context.php?Start=83076201&End=83076203	faccia a faccia	Pigiati, perdipiù 	faccia a faccia	 con un uomo senza mento, che pareva convinto che tutti dovessero essere affascinati dal sentirgli raccontare che faceva parte della Guardia Reale e quanto tempo impiegava per andare, con una macchina piuttosto veloce, dalla propria abitazione nello Hampshire finoa Windsor.
Context.php?Start=83105432&End=83105434	faccia a faccia	» Nello specchio sopra il caminetto si trovò 	faccia a faccia	 con la propria immagine, i lunghi capelli scuri che le ricadevano sul viso.
Context.php?Start=83231508&End=83231510	faccia a faccia	Se si doveva credere alle voci che correvano, a Quetta aveva trascorso la maggior parte della sua vita a cavallo e una volta si era persino trovata 	faccia a faccia	 con una tigre che stava per caricarli e le aveva sparato con la massima freddezza, uccidendola.
Context.php?Start=83251256&End=83251258	faccia a faccia	Richard si chinò per prendere degli altri ciocchi dalla cesta della legna che stava lì accanto e, risollevandosi, si trovò 	faccia a faccia	 con una busta a lui indirizzata e appoggiata all'orologio che stava sulla mensola del caminetto.
